03-21,7,13,16@0
FBIS3-13,2,false,false
FBIS3-30,1,false,false
FBIS3-31,2,false,false
FBIS3-3,1,false,false
FBIS3-47,1,false,false
FBIS3-49,5,false,false
FBIS3-37,1,false,false
RUSSIA,16,105,16@8
FBIS3-24,7,false,false
FBIS3-11,7,false,false
FBIS3-42,21,false,false
FBIS3-46,3,false,false
FBIS3-29,8,false,false
FBIS3-26,1,false,false
FBIS3-27,6,false,false
FBIS3-17,1,false,false
FBIS3-18,4,false,false
FBIS3-48,1,false,false
FBIS3-32,9,false,false
FBIS3-35,10,false,false
FBIS3-23,4,false,false
FBIS3-5,17,false,false
FBIS3-6,5,false,false
FBIS3-38,1,false,false
BULGARIAN-JAPANESE,1,2,16@25
FBIS3-29,2,false,false
bid,5,8,16@27
FBIS3-46,1,false,false
FBIS3-26,2,false,false
FBIS3-29,2,false,false
FBIS3-20,1,false,false
FBIS3-23,2,false,false
53.5,1,1,16@33
FBIS3-1,1,false,false
showing,7,7,16@35
FBIS3-42,1,false,false
FBIS3-27,1,false,false
FBIS3-2,1,false,false
FBIS3-3,1,false,false
FBIS3-48,1,false,false
FBIS3-29,1,false,false
FBIS3-23,1,false,false
medium-size,2,3,16@43
FBIS3-29,2,false,false
FBIS3-23,1,false,false
the-scenes,1,1,16@46
FBIS3-28,1,false,false
1.395K,1,1,16@48
FBIS3-2,1,false,false
bureaus,2,2,16@50
FBIS3-26,1,false,false
FBIS3-29,1,false,false
mechanical,3,3,16@53
FBIS3-35,1,false,false
FBIS3-29,1,false,false
FBIS3-23,1,false,false
estrangement,2,2,16@57
FBIS3-45,1,false,false
FBIS3-27,1,false,false
rivalry,1,2,16@60
FBIS3-42,2,false,false
KALINETS,1,1,16@62
FBIS3-38,1,false,false
low-heating-value,1,1,16@64
FBIS3-29,1,false,false
07-18,1,1,16@66
FBIS3-27,1,false,false
coincides,1,1,16@68
FBIS3-23,1,false,false
text,3,3,16@70
FBIS3-26,1,false,false
FBIS3-6,1,false,false
FBIS3-9,1,false,false
SOUTH,11,61,16@74
FBIS3-10,1,false,false
FBIS3-13,5,false,false
FBIS3-30,14,false,false
FBIS3-31,1,false,false
FBIS3-3,2,false,false
FBIS3-4,1,false,false
FBIS3-49,17,false,false
FBIS3-35,9,false,false
FBIS3-23,6,false,false
FBIS3-8,1,false,false
FBIS3-37,4,false,false
letters,2,6,16@86
FBIS3-41,5,false,false
FBIS3-23,1,false,false
46-inch,1,1,16@89
FBIS3-23,1,false,false
issue,32,121,16@91
FBIS3-39,1,false,false
FBIS3-40,1,false,false
FBIS3-25,2,false,false
FBIS3-29,17,false,false
FBIS3-9,2,false,false
FBIS3-13,8,false,false
FBIS3-42,1,false,false
FBIS3-43,3,false,false
FBIS3-44,1,false,false
FBIS3-46,2,false,false
FBIS3-26,1,false,false
FBIS3-30,4,false,false
FBIS3-31,2,false,false
FBIS3-15,2,false,false
FBIS3-27,4,false,false
FBIS3-19,3,false,false
FBIS3-1,2,false,false
FBIS3-22,2,false,false
FBIS3-3,5,false,false
FBIS3-47,6,false,false
FBIS3-48,1,false,false
FBIS3-49,4,false,false
FBIS3-32,6,false,false
FBIS3-34,2,false,false
FBIS3-28,8,false,false
FBIS3-23,7,false,false
FBIS3-35,13,false,false
FBIS3-5,2,false,false
FBIS3-6,3,false,false
FBIS3-7,1,false,false
FBIS3-8,1,false,false
FBIS3-37,4,false,false
lower,3,24,16@124
FBIS3-29,14,false,false
FBIS3-26,5,false,false
FBIS3-23,5,false,false
adversely,1,1,16@128
FBIS3-9,1,false,false
GUBIN,1,1,16@130
FBIS3-29,1,false,false
KOREANS,2,4,16@132
FBIS3-49,2,false,false
FBIS3-23,2,false,false
plethora,1,1,16@135
FBIS3-8,1,false,false
HUF114,1,1,16@137
FBIS3-29,1,false,false
refinance,1,3,16@139
FBIS3-29,3,false,false
acted,3,4,16@141
FBIS3-42,1,false,false
FBIS3-26,2,false,false
FBIS3-32,1,false,false
18.7%,1,3,16@145
FBIS3-29,3,false,false
evaluate,1,1,16@147
FBIS3-26,1,false,false
betraying,1,1,16@149
FBIS3-49,1,false,false
HELSINKI,1,2,16@151
FBIS3-26,2,false,false
SUMITRO,1,6,16@153
FBIS3-23,6,false,false
enforcing,1,1,16@155
FBIS3-27,1,false,false
operates,2,4,16@157
FBIS3-29,2,false,false
FBIS3-35,2,false,false
embarrassed,1,1,16@160
FBIS3-45,1,false,false
payments,4,15,16@162
FBIS3-26,1,false,false
FBIS3-48,1,false,false
FBIS3-29,7,false,false
FBIS3-23,6,false,false
eagerness,1,1,16@167
FBIS3-47,1,false,false
headed,3,8,16@169
FBIS3-27,4,false,false
FBIS3-32,2,false,false
FBIS3-29,2,false,false
bankruptcy,1,7,16@173
FBIS3-29,7,false,false
TURBOMECANICA,1,4,16@175
FBIS3-29,4,false,false
1.818K,1,1,16@177
FBIS3-29,1,false,false
SWIECKO,1,1,16@179
FBIS3-29,1,false,false
optic,1,1,16@181
FBIS3-23,1,false,false
750K,1,2,16@183
FBIS3-29,2,false,false
GUANGXI,1,1,16@185
FBIS3-23,1,false,false
insinuation,1,1,16@187
FBIS3-20,1,false,false
indirectly,5,6,16@189
FBIS3-30,1,false,false
FBIS3-29,1,false,false
FBIS3-23,2,false,false
FBIS3-7,1,false,false
FBIS3-36,1,false,false
2.3 M Dollars,1,1,16@195
FBIS3-23,1,false,false
ORESHARSKI,1,1,16@197
FBIS3-29,1,false,false
540,1,1,16@199
FBIS3-29,1,false,false
ADMINISTRATIONS,1,2,16@201
FBIS3-46,2,false,false
compensate,3,4,16@203
FBIS3-29,1,false,false
FBIS3-26,1,false,false
FBIS3-23,2,false,false
2.2K,1,1,16@207
FBIS3-18,1,false,false
55%,1,1,16@209
FBIS3-46,1,false,false
sign,10,20,16@211
FBIS3-24,1,false,false
FBIS3-13,1,false,false
FBIS3-14,2,false,false
FBIS3-44,1,false,false
FBIS3-26,1,false,false
FBIS3-30,1,false,false
FBIS3-22,1,false,false
FBIS3-29,8,false,false
FBIS3-23,3,false,false
FBIS3-36,1,false,false
inspections,8,21,16@222
FBIS3-13,3,false,false
FBIS3-31,4,false,false
FBIS3-3,2,false,false
FBIS3-47,6,false,false
FBIS3-49,1,false,false
FBIS3-23,2,false,false
FBIS3-8,1,false,false
FBIS3-37,2,false,false
splintering,1,1,16@231
FBIS3-40,1,false,false
cotton,2,7,16@233
FBIS3-21,1,false,false
FBIS3-23,6,false,false
DAGESTAN,1,1,16@236
FBIS3-46,1,false,false
SHENYANG,1,1,16@238
FBIS3-35,1,false,false
short-term,1,5,16@240
FBIS3-29,5,false,false
16.38K,1,1,16@242
FBIS3-29,1,false,false
solution,7,8,16@244
FBIS3-13,1,false,false
FBIS3-44,1,false,false
FBIS3-31,1,false,false
FBIS3-3,1,false,false
FBIS3-34,1,false,false
FBIS3-29,2,false,false
FBIS3-6,1,false,false
reconditioned,1,1,16@252
FBIS3-29,1,false,false
imposition,2,2,16@254
FBIS3-29,1,false,false
FBIS3-31,1,false,false
03-94,3,26,16@257
FBIS3-26,17,false,false
