7.215K,1,1,2@0
FBIS3-2,1,false,false
MONTENEGRO,2,3,2@2
FBIS3-2,2,false,false
FBIS3-36,1,false,false
biweekly,1,4,2@5
FBIS3-2,4,false,false
iron,1,2,2@7
FBIS3-23,2,false,false
correspondent,3,4,2@9
FBIS3-29,2,false,false
FBIS3-26,1,false,false
FBIS3-23,1,false,false
KECSKEMET,1,1,2@13
FBIS3-29,1,false,false
grant,4,13,2@15
FBIS3-29,8,false,false
FBIS3-23,3,false,false
FBIS3-37,1,false,false
FBIS3-6,1,false,false
abstentions,1,1,2@20
FBIS3-32,1,false,false
point-like,1,1,2@22
FBIS3-35,1,false,false
congress,1,37,2@24
FBIS3-27,37,false,false
98K,1,1,2@26
FBIS3-23,1,false,false
flourish,1,1,2@28
FBIS3-23,1,false,false
375,000 Dollars,1,1,2@30
FBIS3-23,1,false,false
real-time,1,1,2@32
FBIS3-35,1,false,false
MONDAY-FRIDAY,1,7,2@34
FBIS3-2,7,false,false
resorted,1,2,2@36
FBIS3-23,2,false,false
inspection,4,12,2@38
FBIS3-26,1,false,false
FBIS3-47,7,false,false
FBIS3-23,1,false,false
FBIS3-37,3,false,false
BIOTECHNOLOGY,1,1,2@43
FBIS3-35,1,false,false
go-ahead,1,1,2@45
FBIS3-29,1,false,false
vain,1,1,2@47
FBIS3-26,1,false,false
52%,1,1,2@49
FBIS3-29,1,false,false
yielded,2,2,2@51
FBIS3-45,1,false,false
FBIS3-29,1,false,false
100000 GR,1,1,2@54
FBIS3-35,1,false,false
SUMMARY APPARENTLY,2,2,2@56
FBIS3-11,1,false,true
FBIS3-28,1,false,true
decree,7,31,2@59
FBIS3-29,3,false,false
FBIS3-14,5,false,false
FBIS3-15,4,false,false
FBIS3-48,1,false,false
FBIS3-32,15,false,false
FBIS3-23,2,false,false
FBIS3-6,1,false,false
afford,2,2,2@67
FBIS3-23,1,false,false
FBIS3-42,1,false,false
hypocrites,1,1,2@70
FBIS3-19,1,false,false
continuing,5,6,2@72
FBIS3-48,1,false,false
FBIS3-26,2,false,false
FBIS3-32,1,false,false
FBIS3-49,1,false,false
FBIS3-42,1,false,false
KAZANSKIYE,1,1,2@78
FBIS3-46,1,false,false
counterbalance,1,1,2@80
FBIS3-23,1,false,false
affinity,1,1,2@82
FBIS3-39,1,false,false
MALAYA-VIETNAM,1,1,2@84
FBIS3-23,1,false,false
domesticj,1,1,2@86
FBIS3-42,1,false,false
MIRONOV,1,2,2@88
FBIS3-6,2,false,false
narrower,1,1,2@90
FBIS3-23,1,false,false
thinking,5,5,2@92
FBIS3-26,1,false,false
FBIS3-27,1,false,false
FBIS3-23,1,false,false
FBIS3-5,1,false,false
FBIS3-41,1,false,false
ABD-AL-RAUF,1,1,2@98
FBIS3-19,1,false,false
programme,1,2,2@100
FBIS3-29,2,false,false
illness,1,1,2@102
FBIS3-18,1,false,false
UKRAINIANIZE,1,1,2@104
FBIS3-27,1,false,false
FEBC,1,2,2@106
FBIS3-29,2,false,false
